"filename", "language", "JavaScript", "JSON", "Python", "PostCSS", "Markdown", "JavaScript JSX", "XML", "HTML", "Excel", "CSV", "comment", "blank", "total"
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\AttBackupBD.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 553, 0, 0, 0, 0, 8, 58, 619
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 1, 8, 82
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\GerenciamentoCC.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 265, 0, 0, 0, 0, 10, 39, 314
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\GerenciamentoDB.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 948, 0, 0, 0, 0, 6, 73, 1027
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\GerenciamentoFaixas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 4, 22, 240
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\GerenciamentoNatureza.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 4, 25, 229
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\GerenciamentoPerfis.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 368, 0, 0, 0, 0, 4, 33, 405
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\GerenciamentoTabelas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 335, 0, 0, 0, 0, 8, 37, 380
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\GerenciamentoUsuarios.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 2, 15, 121
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\TabAtivos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 303, 0, 0, 0, 0, 6, 27, 336
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Cadastros\TabSolicitacoes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 8, 17, 178
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Chamados\DetalheChamado.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 391, 0, 0, 0, 0, 11, 40, 442
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Comunidade.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 2, 4, 37
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Comunidade\TabAgenda.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 399, 0, 0, 0, 0, 15, 51, 465
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Comunidade\TabCatalogo.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 10, 13, 141
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Documentacao.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 7, 6, 85
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\FAQ.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 8, 27, 225
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\GestaoAcoes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 4, 37, 307
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\GestaoAcoes\DetPlanoDeAcao.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 484, 0, 0, 0, 0, 4, 49, 537
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\GestaoAcoes\DetTarefas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 529, 0, 0, 0, 0, 6, 56, 591
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\GestaoAcoes\PainelInsights.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 274, 0, 0, 0, 0, 7, 40, 321
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\GestaoAcoes\PlanoDeAcao.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 154, 0, 0, 0, 0, 1, 16, 171
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\GestaoAcoes\Tarefa.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 1, 8, 103
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 1, 17, 111
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Perfil.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 6, 19, 183
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\PortalChamados.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 8, 24, 263
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Preventivas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 1, 8, 78
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Preventivas\SubAbaPendentes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 312, 0, 0, 0, 0, 19, 40, 371
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Preventivas\SubAbaRealizadas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 547, 0, 0, 0, 0, 5, 57, 609
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\SolicitacaoCadastro.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 5, 16, 148
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\pages\Telemetria.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 15, 11, 78
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\styles\App.css", "PostCSS", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 8, 5, 43
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\styles\base\_overrides.css", "PostCSS", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 11, 1, 16
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\styles\base\_reset.css", "PostCSS", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 9, 1, 17
"c:\Users\danilo.azevedo.TRADTI\OneDrive\Área de Trabalho\Dados\Manutenção\Dashboard Manutenção\PCM-Hub\frontend\src\styles\base\_theme.css", "PostCSS", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 3, 3, 26
